,geohash8,decision_date,decision_type
678,dhtwz22u,2023-08-01,repair
679,dhtwz22u,2023-09-01,repair
680,dhtwz2c2,2023-02-01,repair
681,dhtwz2c0,2022-11-01,repair
682,dhtwz2w5,2023-03-01,repair
683,dhtwz2w5,2023-07-01,repair
684,dhtwz2u6,2023-08-01,repair
685,dhtwz2z5,2022-11-01,repair
686,dhtwy817,2023-02-01,repair
687,dhtwy817,2023-03-01,repair
688,dhtwz2x1,2022-09-01,repair
689,dhtwz2x1,2023-04-01,repair
690,dhtwwxcm,2023-02-01,repair
691,dhtwwxcm,2023-03-01,repair
692,dhtwz2xt,2022-10-01,repair
693,dhtyb4ee,2022-07-01,repair
694,dhtwz2uf,2022-11-01,repair
695,dhtwz2uf,2022-12-01,repair
696,dhtwz2uf,2023-01-01,repair
697,dhtwz2uf,2023-05-01,repair
698,dhtyb5m9,2022-09-01,repair
699,dhtwz2y3,2023-05-01,repair
700,dhtwz2y3,2023-06-01,repair
701,dhtz015b,2023-01-01,repair
702,dhtz015b,2022-12-01,repair
703,dhtwwx2u,2023-01-01,repair
704,dhtwz2xt,2022-11-01,repair
705,dhtwz2xt,2023-03-01,repair
706,dhtz01h2,2023-03-01,repair
707,dhtwz2uf,2022-11-01,repair
708,dhtwz2s3,2022-11-01,repair
709,dhtwz2z8,2023-02-01,repair
710,dhtwz5e7,2023-03-01,repair
711,dhtwz2z9,2022-11-01,repair
712,dhtwxqzj,2023-01-01,repair
713,dhtwxqzj,2023-01-01,repair
714,dhtz0152,2023-06-01,repair
715,dhtz01h0,2023-03-01,repair
716,dhtyb5q2,2023-05-01,repair
717,dhtyb5y2,2023-08-01,repair
718,dhtz0158,2023-07-01,repair
719,dhtwz3re,2022-12-01,repair
720,dhtwzkkh,2022-08-01,repair
721,dhtwzkkh,2022-09-01,repair
722,dhtwxr95,2023-06-01,repair
723,dhtz0140,2023-07-01,repair
724,dhtwz2b8,2022-11-01,repair
725,dhtwz22w,2022-11-01,repair
726,dhtwz22w,2022-12-01,repair
727,dhtwz22w,2023-08-01,repair
728,dhtwz22w,2023-08-01,repair
729,dhtwwx31,2022-11-01,repair
730,dhtwwx31,2023-03-01,repair
731,dhtwwx31,2023-05-01,repair
732,dhtwz2t5,2022-12-01,repair
733,dhtyb5y8,2023-03-01,repair
734,dhtwwx3k,2022-10-01,repair
735,dhtwz2yf,2022-11-01,repair
736,dhtwz2yf,2022-11-01,repair
737,dhtwz2yf,2023-01-01,repair
738,dhtwz3r4,2022-12-01,repair
739,dhtwz3r4,2023-01-01,repair
740,dhtwz3r4,2023-03-01,repair
741,dhtwz3r4,2023-08-01,repair
742,dhtz0158,2022-12-01,repair
743,dhtwwx3h,2023-03-01,repair
744,dhtwzh4n,2022-10-01,repair
745,dhtyb5q2,2023-03-01,repair
746,dhtwwx3h,2023-01-01,repair
747,dhtwybgk,2023-03-01,repair
748,dhtwz3r5,2022-12-01,repair
749,dhtwz3r5,2023-03-01,repair
750,dhtwz3r5,2023-03-01,repair
751,dhtwz3r5,2023-03-01,repair
752,dhtwz3r5,2023-03-01,repair
753,dhtwxqx3,2022-11-01,repair
754,dhtwz2sb,2023-02-01,repair
755,dhtwz2sb,2023-04-01,repair
756,dhtwz2v2,2022-11-01,repair
757,dhtwwx9q,2023-01-01,repair
758,dhtwwx95,2023-03-01,repair
759,dhtwy81n,2023-01-01,repair
760,dhtwy81n,2023-09-01,repair
761,dhtybt1t,2023-07-01,repair
762,dhtz012e,2023-03-01,repair
763,dhtwxqx3,2022-11-01,repair
764,dhtwz2y5,2023-01-01,repair
765,dhtwz2sq,2023-09-01,repair
766,dhtyb5y8,2023-06-01,repair
767,dhtwz2tm,2022-11-01,repair
768,dhtwz2tm,2023-03-01,repair
769,dhtwz2w3,2022-11-01,repair
770,dhtwz230,2022-11-01,repair
771,dhtwz230,2022-11-01,repair
772,dhtwz230,2022-11-01,repair
773,dhtwz230,2022-11-01,repair
774,dhtwz230,2022-11-01,repair
775,dhtwz230,2022-11-01,repair
776,dhtwz8t4,2022-10-01,repair
777,dhtwz8t4,2022-11-01,repair
778,dhtwwxc6,2022-11-01,repair
779,dhtwwxc6,2023-02-01,repair
780,dhtwwxc6,2023-04-01,repair
781,dhtz06sr,2022-07-01,repair
782,dhtwz0rz,2023-01-01,repair
783,dhtwxqx9,2022-11-01,repair
784,dhtwwx8g,2022-11-01,repair
785,dhtwwx8g,2023-07-01,repair
786,dhtwz3qf,2023-04-01,repair
787,dhtwz7bn,2023-04-01,repair
788,dhtyb47j,2023-06-01,repair
789,dhtz03bt,2022-12-01,repair
790,dhtz03bt,2023-06-01,repair
791,dhtwz2y7,2022-10-01,repair
792,dhtwz2y7,2022-11-01,repair
793,dhtwwx29,2023-03-01,repair
794,dhtyb4wu,2022-11-01,repair
795,dhtwxqx1,2023-01-01,repair
796,dhtwxqx1,2023-08-01,repair
797,dhtwz57p,2023-02-01,repair
798,dhtwz3nx,2023-04-01,repair
799,dhtwxqx9,2022-11-01,repair
800,dhtwz7bp,2023-04-01,repair
801,dhtwz7bp,2023-04-01,repair
802,dhtwy81n,2023-01-01,repair
803,dhtwz3qg,2023-04-01,repair
804,dhty8rdd,2022-07-01,repair
805,dhty8rdd,2023-01-01,repair
806,dhty8rdd,2023-06-01,repair
807,dhtyb4dg,2023-06-01,repair
808,dhtz00e7,2023-07-01,repair
809,dhtwz3m9,2023-07-01,repair
810,dhtwz2zp,2022-11-01,repair
811,dhtwz2u4,2023-06-01,repair
812,dhtwz2u4,2023-06-01,repair
813,dhtyb5q9,2023-01-01,repair
814,dhtwxqx9,2022-11-01,repair
815,dhtwwx90,2022-12-01,repair
816,dhtwz2xx,2023-04-01,repair
817,dhtwz7bp,2023-04-01,repair
818,dhtz00ee,2023-01-01,repair
819,dhtwz47x,2022-11-01,repair
820,dhtz09m5,2023-01-01,repair
821,dhtz09m5,2023-01-01,repair
822,dhtz09m5,2023-03-01,repair
823,dhtz09m5,2023-06-01,repair
824,dhtz09m5,2023-06-01,repair
825,dhtwz2wr,2023-04-01,repair
826,dhtwxw81,2022-11-01,repair
827,dhtwxqx9,2022-11-01,repair
828,dhtyb5q9,2023-04-01,repair
829,dhtyb5mb,2022-12-01,repair
830,dhtz01k2,2023-09-01,repair
831,dhtwz28u,2022-10-01,repair
832,dhtwz28u,2022-12-01,repair
833,dhtwxr3p,2023-06-01,repair
834,dhtwz3q0,2023-02-01,repair
835,dhtyb4gu,2023-01-01,repair
836,dhtwz47x,2023-09-01,repair
837,dhtwz2z4,2022-11-01,repair
838,dhtwz2z4,2023-03-01,repair
839,dhtyb4s5,2023-08-01,repair
840,dhtyb5y2,2022-09-01,repair
841,dhtwwx3p,2022-11-01,repair
842,dhtwwx3p,2023-02-01,repair
843,dhtz01k0,2022-07-01,repair
844,dhtyb5y0,2022-12-01,repair
845,dhtwz47p,2022-12-01,repair
846,dhtwz47p,2023-05-01,repair
847,dhtz03bv,2023-04-01,repair
848,dhtybknp,2023-05-01,repair
849,dhtwzhtx,2023-05-01,repair
850,dhtwz8u9,2023-01-01,repair
851,dhtwz4ed,2023-02-01,repair
852,dhtwz4ed,2023-02-01,repair
853,dhtwz3np,2023-09-01,repair
854,dhtwybfg,2023-05-01,repair
855,dhtwz2z7,2022-10-01,repair
856,dhtwz2z7,2022-11-01,repair
857,dhtwz2z7,2023-05-01,repair
858,dhtwz2ze,2023-01-01,repair
859,dhtwz2ze,2023-05-01,repair
860,dhtyb5q3,2023-09-01,repair
861,dhtwz8sf,2022-11-01,repair
862,dhtwz8sf,2023-02-01,repair
863,dhtwz90p,2023-06-01,repair
864,dhtyb5w8,2023-01-01,repair
865,dhtwxqxc,2022-11-01,repair
866,dhtwz3re,2022-11-01,repair
867,dhtybem8,2022-12-01,repair
868,dhtybem8,2023-01-01,repair
869,dhtybem8,2023-02-01,repair
870,dhtz0m2z,2023-08-01,repair
871,dhtybw0e,2023-06-01,repair
872,dhtwxqwc,2022-11-01,repair
873,dhtwxqw9,2023-08-01,repair
874,dhtyb5m9,2023-02-01,repair
875,dhtwzwxc,2022-10-01,repair
876,dhtwzwxc,2023-07-01,repair
877,dhtwxr9p,2023-01-01,repair
878,dhtwxr9p,2023-03-01,repair
879,dhtwxr9p,2023-06-01,repair
880,dhtwz46x,2023-08-01,repair
881,dhtwwx9n,2023-01-01,repair
882,dhtwz4e6,2023-04-01,repair
883,dhtwy815,2022-11-01,repair
884,dhtwy815,2023-08-01,repair
885,dhty8r93,2023-02-01,repair
886,dhty8r93,2023-08-01,repair
887,dhtyb5mc,2023-02-01,repair
888,dhtz07s5,2023-03-01,repair
889,dhtwz2y6,2023-01-01,repair
890,dhtwz2y6,2023-04-01,repair
891,dhtwz2y6,2023-06-01,repair
892,dhtwxqxc,2022-11-01,repair
893,dhtz00uk,2023-02-01,repair
894,dhtwz2v5,2023-03-01,repair
895,dhtwz2v5,2023-03-01,repair
896,dhtz03cv,2022-09-01,repair
897,dhtz03cv,2022-11-01,repair
898,dhtz0e4n,2023-03-01,repair
899,dhtz0157,2022-11-01,repair
900,dhtz0157,2022-12-01,repair
901,dhtz0157,2022-03-01,repair
902,dhtwwx3j,2022-11-01,repair
903,dhtyb4e5,2023-08-01,repair
904,dhtyb5y8,2023-04-01,repair
905,dhtz07h5,2022-10-01,repair
906,dhtz07h5,2023-02-01,repair
907,dhtz07h5,2023-05-01,repair
908,dhtwz2s8,2023-04-01,repair
909,dhtwwx8b,2022-12-01,repair
910,dhtz01h0,2022-12-01,repair
911,dhtwz7bp,2022-07-01,repair
912,dhtwz2ug,2022-08-01,repair
913,dhtwz8sd,2023-02-01,repair
914,dhtwz8sd,2023-04-01,repair
915,dhtwz8sd,2023-04-01,repair
916,dhtwz8sd,2023-04-01,repair
917,dhtybezs,2023-01-01,repair
918,dhtwz8t4,2023-02-01,repair
919,dhtwy9wk,2023-03-01,repair
920,dhtxpfvf,2022-10-01,repair
921,dhtxpfvf,2023-04-01,repair
922,dhtyb4e7,2023-08-01,repair
923,dhtwybfw,2023-07-01,repair
924,dhtwz8t6,2022-11-01,repair
925,dhtwz8t6,2022-12-01,repair
926,dhtwwx8y,2022-11-01,repair
927,dhtwybg1,2023-03-01,repair
928,dhtwybft,2023-09-01,repair
929,dhtwxqxc,2022-11-01,repair
930,dhtwz2zf,2022-12-01,repair
931,dhtwz2zf,2022-12-01,repair
932,dhtwz2zf,2023-03-01,repair
933,dhtwz2zd,2023-02-01,repair
934,dhtwwx8f,2023-04-01,repair
935,dhtwwx8f,2023-04-01,repair
936,dhtwz3rd,2023-08-01,repair
937,dhtwzvtx,2022-08-01,repair
938,dhtyb4tu,2023-05-01,repair
939,dhtwz8sf,2022-07-01,repair
940,dhtwz8sf,2023-07-01,repair
941,dhtwxqwc,2022-11-01,repair
942,dhtwxw2n,2022-11-01,repair
943,dhtwz8u9,2023-03-01,repair
944,dhtwybfu,2023-02-01,repair
945,dhtz05cp,2023-08-01,repair
946,dhtwz21h,2022-11-01,repair
947,dhtwz21h,2022-11-01,repair
948,dhtwz21h,2022-11-01,repair
949,dhtwz21h,2022-11-01,repair
950,dhtwz21h,2022-11-01,repair
951,dhtwz21h,2022-11-01,repair
952,dhtwz21h,2023-03-01,repair
953,dhtz00en,2023-03-01,repair
954,dhtz00ee,2022-12-01,repair
955,dhtz01eu,2023-02-01,repair
956,dhtwz2v4,2022-11-01,repair
957,dhtwz2v4,2022-12-01,repair
958,dhtwwx9q,2022-11-01,repair
959,dhtwy831,2022-08-01,repair
960,dhtwy831,2023-01-01,repair
961,dhtz0157,2023-05-01,repair
962,dhtz0054,2022-07-01,repair
963,dhtz0054,2023-02-01,repair
964,dhtz0054,2023-07-01,repair
965,dhtybh85,2022-12-01,repair
966,dhtwxqxc,2022-11-01,repair
967,dhtwzcw6,2023-03-01,repair
968,dhtybsf7,2023-03-01,repair
969,dhtwz2zz,2023-01-01,repair
970,dhtxpgtu,2023-05-01,repair
971,dhtwzukh,2022-12-01,repair
972,dhtz014e,2022-07-01,repair
973,dhtwzuzq,2023-03-01,repair
974,dhtwwx8f,2023-06-01,repair
975,dhtwy80y,2023-01-01,repair
976,dhtybmqj,2022-08-01,repair
977,dhtybmqj,2023-07-01,repair
978,dhtwxqwc,2022-11-01,repair
979,dhtwxqw9,2022-11-01,repair
980,dhtz00dt,2022-12-01,repair
981,dhtz00dt,2023-03-01,repair
982,dhtz00ev,2022-11-01,repair
983,dhtz00ev,2023-03-01,repair
984,dhtz00ev,2023-08-01,repair
985,dhtz00up,2023-03-01,repair
986,dhtz00up,2023-06-01,repair
987,dhtwzfj1,2022-12-01,repair
988,dhtz014g,2022-12-01,repair
989,dhtwz2wc,2022-11-01,repair
990,dhtwz2wc,2022-12-01,repair
991,dhtybhh1,2023-02-01,repair
992,dhtybhh1,2023-03-01,repair
993,dhtwwx9n,2022-12-01,repair
994,dhtwz2xw,2023-03-01,repair
995,dhtz0147,2022-11-01,repair
996,dhtwzfju,2022-11-01,repair
997,dhtwzfju,2023-04-01,repair
998,dhtwxw81,2022-11-01,repair
999,dhtwwx90,2022-11-01,repair
1000,dhtwwx90,2022-12-01,repair
1001,dhtwwx90,2022-12-01,repair
1002,dhtwwx90,2022-12-01,repair
1003,dhtwzvwr,2022-11-01,repair
1004,dhtwybgk,2023-03-01,repair
1005,dhtwz1rd,2023-01-01,repair
1006,dhtwz1rd,2023-02-01,repair
1007,dhtz014e,2022-10-01,repair
1008,dhtz014e,2022-11-01,repair
1009,dhtz014e,2023-03-01,repair
1010,dhtwz90p,2022-10-01,repair
1011,dhtwxw86,2022-11-01,repair
1012,dhtybh5f,2023-03-01,repair
1013,dhtwzhrh,2023-08-01,repair
1014,dhtwzk96,2023-05-01,repair
1015,dhtwz47z,2023-03-01,repair
1016,dhtwz47z,2023-03-01,repair
1017,dhtwy831,2022-10-01,repair
1018,dhtwz3pz,2022-11-01,repair
1019,dhtwz3pz,2023-01-01,repair
1020,dhtwz3pz,2023-06-01,repair
1021,dhtwy812,2022-11-01,repair
1022,dhtwy812,2022-12-01,repair
1023,dhtwy812,2023-02-01,repair
1024,dhtz00e5,2023-03-01,repair
1025,dhtwxw81,2022-11-01,repair
1026,dhtwwx97,2022-11-01,repair
1027,dhtybh5e,2023-03-01,repair
1028,dhtz01zv,2023-08-01,repair
1029,dhtwwx97,2022-10-01,repair
1030,dhtwwx97,2022-11-01,repair
1031,dhtwwx97,2022-11-01,repair
1032,dhtwwx97,2023-01-01,repair
1033,dhtyb4hn,2023-04-01,repair
1034,dhtwz3q0,2022-11-01,repair
1035,dhtwz3q0,2023-08-01,repair
1036,dhtz0dpv,2023-04-01,repair
1037,dhtwzeyf,2022-12-01,repair
1038,dhtwyf1r,2023-02-01,repair
1039,dhtwz3rd,2022-12-01,repair
1040,dhtybh5f,2023-05-01,repair
1041,dhtwwxc1,2022-11-01,repair
1042,dhtwwxc1,2023-01-01,repair
1043,dhtwzctd,2023-04-01,repair
1044,dhtwxw81,2022-10-01,repair
1045,dhtwxw81,2022-11-01,repair
1046,dhtz01h2,2022-11-01,repair
1047,dhtz01h2,2023-01-01,repair
1048,dhtwz921,2023-03-01,repair
1049,dhtwz921,2023-03-01,repair
1050,dhtwz921,2023-03-01,repair
1051,dhtwz921,2023-03-01,repair
1052,dhtz0dp5,2023-04-01,repair
1053,dhtz0dp5,2023-08-01,repair
1054,dhtwwxc3,2023-03-01,repair
1055,dhtwwx3p,2023-04-01,repair
1056,dhtz014g,2023-01-01,repair
1057,dhtz014g,2023-05-01,repair
1058,dhtz014g,2023-08-01,repair
1059,dhtz00up,2023-05-01,repair
1060,dhtz00gz,2022-12-01,repair
1061,dhtyb5yb,2023-06-01,repair
1062,dhtwz3q8,2023-03-01,repair
1063,dhtwzhhh,2022-07-01,repair
1064,dhtwz1xt,2023-01-01,repair
1065,dhtwz1xt,2023-02-01,repair
1066,dhtybwv8,2022-07-01,repair
1067,dhtwz5zd,2022-08-01,repair
1068,dhtwz8ud,2022-12-01,repair
1069,dhtwz8ud,2023-01-01,repair
1070,dhtwz8ud,2023-03-01,repair
1071,dhtz015e,2023-05-01,repair
1072,dhtwz8t6,2022-10-01,repair
1073,dhtwz8t6,2022-11-01,repair
1074,dhtybhh8,2023-02-01,repair
1075,dhtwwxbc,2023-03-01,repair
1076,dhtwwxbc,2023-05-01,repair
1077,dhtyb4wk,2023-01-01,repair
1078,dhtwzcvm,2022-12-01,repair
1079,dhtwzcvm,2023-05-01,repair
1080,dhtwzcvm,2023-08-01,repair
1081,dhtwwx34,2022-12-01,repair
1082,dhtwwx34,2023-03-01,repair
1083,dhtwwxc4,2023-03-01,repair
1084,dhtwzuw7,2023-06-01,repair
1085,dhtz0155,2022-12-01,repair
1086,dhtz0155,2023-04-01,repair
1087,dhtz0155,2023-09-01,repair
1088,dhtz01eg,2023-03-01,repair
1089,dhtwxw84,2022-11-01,repair
1090,dhtwyc2j,2023-02-01,repair
1091,dhtwzfh9,2022-08-01,repair
1092,dhtwzfh9,2022-11-01,repair
1093,dhtwzfh9,2022-11-01,repair
1094,dhtwzfh9,2022-11-01,repair
1095,dhtwzfh9,2022-11-01,repair
1096,dhtwzfh9,2023-03-01,repair
1097,dhtxpcjw,2023-06-01,repair
1098,dhtwyf1p,2022-12-01,repair
1099,dhtwzfhs,2022-07-01,repair
1100,dhtz03bj,2022-12-01,repair
1101,dhtwwx2f,2023-01-01,repair
1102,dhtwwx2f,2023-01-01,repair
1103,dhtyb2ry,2023-02-01,repair
1104,dhtyb2ry,2023-07-01,repair
1105,dhtwwx9q,2022-11-01,repair
1106,dhtz018h,2023-03-01,repair
1107,dhtz018h,2023-09-01,repair
1108,dhtz0rms,2023-03-01,repair
1109,dhtz0rms,2023-05-01,repair
1110,dhtwz8td,2022-11-01,repair
1111,dhtwwx94,2023-03-01,repair
1112,dhtybhy6,2023-01-01,repair
1113,dhtybhnb,2022-08-01,repair
1114,dhtwz3qf,2022-11-01,repair
1115,dhtz00ew,2022-12-01,repair
1116,dhtwzgwg,2023-05-01,repair
1117,dhtwzgwg,2023-07-01,repair
1118,dhtyb4e8,2022-07-01,repair
1119,dhtyb4e8,2022-09-01,repair
1120,dhtyb4e8,2022-12-01,repair
1121,dhtwxw86,2022-11-01,repair
1122,dhtwz3nx,2023-07-01,repair
1123,dhtwxw86,2023-01-01,repair
1124,dhtwzgq4,2022-11-01,repair
1125,dhtwzukj,2022-12-01,repair
1126,dhtz00eg,2023-07-01,repair
1127,dhtz00d6,2023-01-01,repair
1128,dhtwz3nx,2023-02-01,repair
1129,dhtwz3nx,2023-07-01,repair
1130,dhtwwx1q,2023-01-01,repair
1131,dhtyb4ws,2023-03-01,repair
1132,dhtwz5h1,2022-11-01,repair
1133,dhtwz0mt,2022-11-01,repair
1134,dhtwz0mt,2023-06-01,repair
1135,dhtwzgq6,2023-05-01,repair
1136,dhtxpc0t,2022-10-01,repair
1137,dhtwz0jn,2022-08-01,repair
1138,dhtwz0jn,2022-12-01,repair
1139,dhtwz0jn,2023-01-01,repair
1140,dhtwz0jn,2023-01-01,repair
1141,dhtwz0jn,2023-01-01,repair
1142,dhtwz0jn,2023-02-01,repair
1143,dhtwz0jn,2023-06-01,repair
1144,dhtwz0jn,2023-06-01,repair
1145,dhtz00ey,2022-10-01,repair
1146,dhtwz2x0,2022-12-01,repair
1147,dhtybt66,2022-10-01,repair
1148,dhtwz57h,2022-12-01,repair
1149,dhtz0f0m,2023-04-01,repair
1150,dhtz015e,2022-11-01,repair
1151,dhtybh5e,2023-03-01,repair
1152,dhtwzjjp,2022-09-01,repair
1153,dhtwzjjp,2022-09-01,repair
1154,dhtwzjjp,2022-10-01,repair
1155,dhtwzjjp,2023-04-01,repair
1156,dhtwzjjp,2023-05-01,repair
1157,dhtwzjjp,2023-06-01,repair
1158,dhtwz2v6,2022-11-01,repair
1159,dhtz01ef,2023-06-01,repair
1160,dhtz0155,2022-12-01,repair
1161,dhtwxw2r,2022-11-01,repair
1162,dhtybjqt,2022-12-01,repair
1163,dhtz00uh,2022-08-01,repair
1164,dhtz01ef,2022-12-01,repair
1165,dhtwy82f,2022-11-01,repair
1166,dhtwy82f,2023-03-01,repair
1167,dhtwz22n,2022-10-01,repair
1168,dhtwz22n,2022-11-01,repair
1169,dhtwz22n,2022-12-01,repair
1170,dhtwz22n,2023-03-01,repair
1171,dhtwz22n,2023-08-01,repair
1172,dhtwz22n,2023-08-01,repair
1173,dhtwz22n,2023-09-01,repair
1174,dhtxpf4h,2022-09-01,repair
1175,dhtxpf4h,2022-12-01,repair
1176,dhtz014e,2022-11-01,repair
1177,dhtwzvrp,2022-12-01,repair
1178,dhtwyf1k,2022-11-01,repair
1179,dhtwyf1k,2023-05-01,repair
1180,dhtwy834,2023-03-01,repair
1181,dhtwz8sm,2023-04-01,repair
1182,dhtwzhmq,2022-09-01,repair
1183,dhtwzhex,2022-08-01,repair
1184,dhtwzgq4,2023-03-01,repair
1185,dhtwz8ub,2022-10-01,repair
1186,dhtwz8ub,2022-10-01,repair
1187,dhtwz8ub,2022-10-01,repair
1188,dhtwz8ub,2022-12-01,repair
1189,dhtwz8ub,2023-05-01,repair
1190,dhtwz2e8,2022-11-01,repair
1191,dhtwz2e8,2022-12-01,repair
1192,dhtwz2e8,2023-06-01,repair
1193,dhtybwmm,2023-06-01,repair
1194,dhtz00sn,2023-05-01,repair
1195,dhtz00sn,2023-07-01,repair
1196,dhtz009z,2022-04-01,repair
1197,dhtwzcv3,2023-04-01,repair
1198,dhtwzcv3,2023-04-01,repair
1199,dhtwzcv3,2023-08-01,repair
1200,dhtwzcv3,2023-09-01,repair
1201,dhtwz3q4,2023-03-01,repair
1202,dhtwz3q4,2023-03-01,repair
1203,dhtwzgjp,2023-02-01,repair
1204,dhtwzgjp,2023-03-01,repair
1205,dhtwzgjp,2023-03-01,repair
1206,dhtwzgjp,2023-03-01,repair
1207,dhtwzhjy,2022-07-01,repair
1208,dhtwzhjy,2023-02-01,repair
1209,dhtybkc7,2022-08-01,repair
1210,dhty8r98,2023-06-01,repair
1211,dhtz00df,2022-12-01,repair
1212,dhtz00df,2023-01-01,repair
1213,dhtwxpr5,2023-07-01,repair
1214,dhtwxpr5,2023-08-01,repair
1215,dhtwyf1h,2023-07-01,repair
1216,dhtz22s5,2022-11-01,repair
1217,dhtwyf0z,2022-11-01,repair
1218,dhtz015e,2023-06-01,repair
1219,dhtz0hrd,2023-01-01,repair
1220,dhtybt66,2023-06-01,repair
1221,dhtwwx34,2023-03-01,repair
1222,dhtwz8gg,2022-10-01,repair
1223,dhtwz8gg,2022-11-01,repair
1224,dhtwz8gg,2022-11-01,repair
1225,dhtwz8gg,2022-12-01,repair
1226,dhtz00sj,2022-08-01,repair
1227,dhtwz3rd,2022-07-01,repair
1228,dhtwz3rd,2022-10-01,repair
1229,dhtwz3rd,2022-10-01,repair
1230,dhtwz3rd,2022-01-01,repair
1231,dhtwyf37,2023-08-01,repair
1232,dhtwzvtu,2023-01-01,repair
1233,dhtwzvtu,2023-09-01,repair
1234,dhtxpcp5,2023-01-01,repair
1235,dhtwwxbu,2022-11-01,repair
1236,dhtwxw2n,2022-11-01,repair
1237,dhtwwx1q,2023-03-01,repair
1238,dhtwz4s7,2022-09-01,repair
1239,dhtwzcvx,2022-12-01,repair
1240,dhtwzcvx,2023-06-01,repair
1241,dhtwztrd,2023-02-01,repair
1242,dhtz00dd,2022-11-01,repair
1243,dhtwwxch,2023-01-01,repair
1244,dhtwwxch,2023-03-01,repair
1245,dhtxpfpk,2022-11-01,repair
1246,dhtxpfpk,2023-02-01,repair
1247,dhtwy81n,2023-04-01,repair
1248,dhtwxw82,2022-11-01,repair
1249,dhtz07sp,2023-06-01,repair
1250,dhtwybfw,2022-11-01,repair
1251,dhtz00gx,2023-02-01,repair
1252,dhtwy82f,2022-11-01,repair
1253,dhtwy82f,2023-03-01,repair
1254,dhtwzcuw,2022-11-01,repair
1255,dhtwzcuw,2022-11-01,repair
1256,dhtz0jpt,2023-06-01,repair
1257,dhtwzghw,2023-05-01,repair
1258,dhtwwx1n,2023-01-01,repair
1259,dhtwz5e1,2022-12-01,repair
1260,dhtwz5e1,2023-05-01,repair
1261,dhtwybgn,2023-02-01,repair
1262,dhtwzfjx,2023-01-01,repair
1263,dhtwzfjx,2023-07-01,repair
1264,dhtwzfjx,2023-07-01,repair
1265,dhtwwxpz,2023-04-01,repair
1266,dhtybwmt,2023-04-01,repair
1267,dhtwzct7,2022-10-01,repair
1268,dhtwz2t6,2023-01-01,repair
1269,dhtz0sxh,2023-06-01,repair
1270,dhtxpc0m,2023-03-01,repair
1271,dhtxpc0m,2023-08-01,repair
1272,dhtwz46z,2022-12-01,repair
1273,dhtwz46z,2023-02-01,repair
1274,dhtwz46z,2023-04-01,repair
1275,dhtwybgj,2023-05-01,repair
1276,dhtz016b,2022-08-01,repair
1277,dhtwy834,2022-11-01,repair
1278,dhtwy834,2023-02-01,repair
1279,dhtwy834,2023-04-01,repair
1280,dhtwzh66,2022-11-01,repair
1281,dhtz00qn,2023-05-01,repair
1282,dhtwy8f0,2022-09-01,repair
1283,dhtwzuz3,2022-12-01,repair
1284,dhtwzh6s,2022-09-01,repair
1285,dhtz00gx,2023-01-01,repair
1286,dhtybhwx,2021-09-01,repair
1287,dhtybhwx,2022-10-01,repair
1288,dhtwz4dw,2023-02-01,repair
1289,dhtwyf35,2023-01-01,repair
1290,dhtwyf35,2023-03-01,repair
1291,dhtwz2yc,2023-05-01,repair
1292,dhtwz57d,2023-02-01,repair
1293,dhtwz57d,2023-03-01,repair
1294,dhtwz57d,2023-04-01,repair
1295,dhtwzfjx,2022-12-01,repair
1296,dhtwzfjx,2022-12-01,repair
1297,dhtwzwrj,2022-12-01,repair
1298,dhtwyf35,2023-04-01,repair
1299,dhtwyf35,2023-07-01,repair
1300,dhtwz8gu,2022-08-01,repair
1301,dhtwz8gu,2022-11-01,repair
1302,dhtwz8gu,2022-11-01,repair
1303,dhtwz8gu,2022-12-01,repair
1304,dhtz0f26,2023-03-01,repair
1305,dhtwz3pj,2022-11-01,repair
1306,dhtyb3qv,2023-03-01,repair
1307,dhtwz8ey,2022-11-01,repair
1308,dhtybhn8,2023-05-01,repair
1309,dhtwz2t3,2022-11-01,repair
1310,dhtwz2t3,2023-03-01,repair
1311,dhtwz57u,2023-07-01,repair
1312,dhtybxk5,2022-07-01,repair
1313,dhtybxk5,2023-04-01,repair
1314,dhtybxk5,2023-05-01,repair
1315,dhtz00ge,2022-12-01,repair
1316,dhtz00ge,2023-01-01,repair
1317,dhtwy817,2023-03-01,repair
1318,dhtz015e,2022-10-01,repair
1319,dhtwzuww,2022-09-01,repair
1320,dhtz0res,2023-07-01,repair
1321,dhtz07h2,2023-07-01,repair
1322,dhtwz415,2023-07-01,repair
1323,dhtwzhm8,2022-11-01,repair
1324,dhtwyb3n,2023-04-01,repair
1325,dhtwzghy,2022-08-01,repair
1326,dhtwz1eu,2023-09-01,repair
1327,dhtyb4tu,2023-07-01,repair
1328,dhtz06sp,2022-07-01,repair
1329,dhtwwxbz,2022-12-01,repair
1330,dhtwwxbz,2023-03-01,repair
1331,dhtwwxbz,2023-03-01,repair
1332,dhtwwxbz,2023-03-01,repair
1333,dhtz017b,2022-11-01,repair
1334,dhtz0sc8,2023-02-01,repair
1335,dhtz0sc8,2023-03-01,repair
1336,dhtwyf1s,2023-03-01,repair
1337,dhtwyf1s,2023-07-01,repair
1338,dhtwxqqw,2022-11-01,repair
1339,dhtz00ev,2022-11-01,repair
1340,dhtwwx31,2023-03-01,repair
1341,dhtwzfme,2022-11-01,repair
1342,dhtwzfme,2023-04-01,repair
1343,dhtwzfme,2023-05-01,repair
1344,dhtwz4ft,2023-08-01,repair
