OBJECTID,Project Name,Status,Area,Type,Record Number,GlobalID,Description 1,Description 2,Construction Value ($)
73,My ITEC Place,Complete,Gateway/Airport,Commercial,COM2020-01098,95be619a-cf00-4a8b-b73f-4f51d3e46f9f,"Approved for the single phase construction of infrastructure to support a single story, 22 unit, 21,215 GSF storage facility for use as a mini warehouse (ITE Land Use Code 151) on a 1.5 acre site with indirect access to Alico Road via ITEC Park Dr. and Innovation Lane, related site grading, and other improvements including constructing/installing with the required permits: an irrigation system, a solid waste dumpster enclosure(s), stormwater management infrastructure, a paved/uncovered parking lot and (2) driveway accesses, traffic signing and pavement markings, a bicycle rack, a sidewalk and internal walkway, outdoor lighting, landscaping, and related improvements in conformance with the approved plans.",,
75,Portofino Vineyards Phase Two,Construction,San Carlos,Residential,DOS2019-00097,2ea9b1dd-648f-4071-ac2e-3bbffa0c1f37,"Approved for the two-phase construction of infrastructure on a 68.89-acre site with direct access to Pine Chase Drive and Three Oaks Parkway, related site grading, and other improvements. Phase 1 approved for 312 mid-rise multi-family dwelling units. Phase 2 approved for the construction of infrastructure to support 106 single-family detached dwelling units [Lots 1-106], 96 low-rise multi-family dwelling units [4 buildings with 6 units/building (Buildings 27, 28, 35, 39), 9 buildings with 8 units/building (Buildings 29-34, 36-38)], and 264 mid-rise multi-family dwelling units [12 buildings with 22 units/building (Buildings 56-67)].",,
76,Alico Commerce Park Lot 11,Complete,San Carlos,Industrial,COM2021-00355,aac530b6-93da-4ff3-b880-422b881379a2,"Approved for the single-phase construction of infrastructure to support the construction of an 11,840 GSF general light industrial building [ITE Land Use Code 110] on a 1.34-acre site with indirect access to Alico Road via Drew Circle and Cam Court, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, sanitary sewer, water, etc.) connections, an irrigation system, a solid waste dumpster enclosure, stormwater management infrastructure, a paved uncovered parking lot and driveway access, traffic signing and pavement markings, an internal sidewalk, a retaining wall, landscaping, and related improvements in conformance with the approved plans.",,
77,SRR Industries,Complete,San Carlos,Commercial,COM2020-01626,e270053f-5d5c-4efb-ba31-bec36d9bfec1,New headquarter office for Saint Raphael Roofing,,
78,Amazon Sheds & Gazebos,Complete,San Carlos,Industrial,DOS2019-00051,fd41adbf-0012-411e-803f-574ff9d400cd,"Approved for the single-phase construction of infrastructure to support a 22,811-SF single-story light industrial building on a 3.09-acre site with direct access to Jean Street, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, a solid waste dumpster enclosure, stormwater management infrastructure, a paved uncovered parking lot and driveway access, traffic signing and pavement markings, sidewalk, irrigation well, landscaping, and related improvements in conformance with the approved plans.",,
79,Coastal Concrete Rezone,Planning/Zoning,San Carlos,Industrial,REZ2022-00026,cf318a08-0e61-47ed-aeed-ada0d0a212bf,Request to rezone ±6 acres from Light Industrial (IL) and General Industrial (IG) to exclusively General Industrial (IG).,,
80,AJAX Paving Industries,Complete,Gateway/Airport,Industrial,DOS2019-00032,f5ee50b7-b843-477a-a4e7-cc33e0cc6578,"Approved for the single-phase construction of infrastructure to support a 2,400-SF single-story commercial building for use at an existing general light industrial facility on a 13.30-acre site with direct access to Pennsylvania Street, related site grading, and other improvements including constructing/installing with the required permits: stormwater management infrastructure, a paved uncovered parking lot, a construction materials storage silo, an unpaved internal accessway, traffic signing and pavement markings, sidewalk, fencing, and related improvements in conformance with the approved plans. [DOS2019-00032]",,
81,USA Mining,Construction,Gateway/Airport,Industrial,DOS2019-00047,4188c3c8-9217-4fd4-9ab5-5ada51d933cb,"Approved for a 6-lot platted subdivision and the nine-phase construction of infrastructure to support 36 single-story commercial buildings for a general light industrial use [LOT 1 – Building 1: 3,810-SF, Building 2: 10,150-SF; LOTS 2-4 – Buildings 01-24 and 26-29: 7,500-SF, Building 25: 7,050-SF, Building 30: 9,750-SF; LOT 5 – 3,300-SF; LOT 6 – Building 1: 2,400-SF, Building 2: 2,800-SF, Building 3: 600-SF] on a 88.16-acre site with direct access to Domestic Avenue and Gator Road.",,
82,San Carlos Fire Station,Complete,Gateway/Airport,Other,COM2020-00580,fa564786-d98b-4230-8ced-8ae1cb7b10fe,"Approved for the two-phase construction of infrastructure to support a public Fire and Rescue station (ITE Land use Code 575) on a 1.80 acre site with direct emergency vehicle egress onto Oriole Rd and indirect access from Oriole over Sweeney and Hrabak - new private internal roads, related site grading, and other improvements including constructing/installing with the required permits: An 12,631 SF single-story (including 1,032 SF mezzanine) fire and rescue station (not open to the general public), utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, a sanitary sewer lift station(s), an irrigation system, a solid waste dumpster enclosure, an electric generator enclosure(s), stormwater management infrastructure, etc. [DOS2019-00148]",,
83,Gulf Landings Logistics Center,Construction,Gateway/Airport,Mixed Use,DOS2023-00030,9c02ac1e-7ca7-4aec-8dbd-5687bd71a88f,"Approved for the single-phase construction of infrastructure to support infrastructure associated with a mixed-use planned development on a 283.75-acre site with direct access to Ben Hill Griffin Parkway, related site grading, and other improvements including constructing/installing with the required permits: utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, two sanitary sewer pump stations, an irrigation system, stormwater management infrastructure, a roundabout intersection, paved internal roadways [Blackjack Trail, Business Trade Way, Corporate Commerce Way, Diamond Meadow Way, Interstate Commerce Drive, Pine Branch Trail], traffic signing and pavement markings, sidewalk, outdoor lighting, landscaping, and related improvements in conformance with the approved plans. [CNC2018-10047]",,
84,Dunkin' Donuts,Complete,Gateway/Airport,Commercial,COM2022-00259,224927e2-2878-4c6d-a351-711bf1789e16,"Approved for the single-phase construction of infrastructure to support a 1,673-SF single-story single-tenant commercial building for use as a coffee/donut shop with drive-through window and no outdoor seating area on a 0.84-acre site with direct access to Corporate Commerce Way and Interstate Commerce Drive, related site grading, and other improvements including constructing/installing with the required permits.",,
86,Jetport-Interstate Commerce Park,Permitting,Gateway/Airport,Commercial,DOS2021-00109,e2eb3d69-a6b8-4a39-8a18-3937390ab59d,"Construct 2 warehouse buildings totaling 68,730 square feet with parking areas, drive aisles, and dry detension system.",,
87,StuidoRes by Marriott,Complete,Gateway/Airport,Commercial,COM2023-03164,956ce660-9d2e-46b9-a0a3-c79d88623ef8,"Approved for the single-phase construction of infrastructure to support a 52,231-SF four-story commercial building for a 124-unit hotel use on a 2.56-acre site with direct access to Brian Song Lane and Hilsman Lane, related site grading, and other improvements including constructing/installing with the required permits: two single-story accessory buildings (210-SF and 150-SF), utility (i.e. electric, gas, sanitary sewer, water, etc.) connections, a solid waste dumpster enclosure, stormwater management infrastructure, a paved uncovered parking lot and driveway accesses, traffic signing and pavement markings, a bicycle rack, sidewalk, outdoor lighting, landscaping, and related improvements in conformance with the approved plans.",,8500000
89,Vintage Commerce Center,Development Order,Gateway/Airport,Mixed Use,DOS2020-00011,b404b476-1e9d-4f0b-a053-3dc5f17cfbd8,"Single-phase construction of infrastructure to support a twelve lot subdivision, three future development tracts and a preserve area on a 33.95-acre site with direct access to Three Oaks Parkway, related site grading, and other improvements.",,
